09bf7af6-8606-11e2-a661-024c619f5c3d,Banking
09ce7e8e-8606-11e2-a661-024c619f5c3d,Big Data
22728989-236a-4db1-9044-f7a3f8fecce4,Security Services
0a636012-8606-11e2-a661-024c619f5c3d,CES 2021
0a9ed944-8606-11e2-a661-024c619f5c3d,Cloud
df4cb791-702b-4975-bc31-2734fa81996d,Yard & Garden Accessories
a84b7ba2-9826-4340-a045-d48307807ffc,Home Security
bac3a8e7-5c06-43d5-b04c-8afdfbbc4291,Exercising
e1fb3925-1754-431e-b718-e7d8256440dc,Smart Speakers
0ab09756-8606-11e2-a661-024c619f5c3d,Collaboration
0acf651e-8606-11e2-a661-024c619f5c3d,Consumerization
0ade2ff4-8606-11e2-a661-024c619f5c3d,CXO
0aed1ce4-8606-11e2-a661-024c619f5c3d,Data Centers
0b0b16c2-8606-11e2-a661-024c619f5c3d,Data Management
0b57fbe0-8606-11e2-a661-024c619f5c3d,E-Commerce
d9b1ff99-3886-4777-b0d8-2ef43197ab68,Childhood
774e23d0-33a6-4a5f-a942-f884cca8bf69,Tools
e549d96b-d4bc-4ee3-92ef-91f8a26de477,Stock Market
0ba3a086-8606-11e2-a661-024c619f5c3d,Enterprise Software
0bb2815a-8606-11e2-a661-024c619f5c3d,EU
0bd08682-8606-11e2-a661-024c619f5c3d,Google
99704d6e-77d0-4053-bcc1-e67528c726d5,Sports Equipment
0d019884-8606-11e2-a661-024c619f5c3d,India
a55fa0d9-9f97-41bd-95f4-ffea8a5e9440,Performance Vehicles
0d6a34d4-8606-11e2-a661-024c619f5c3d,IT Policies
fef1cd0d-c57b-4361-a9a3-720633a044c1,Sleep
1ddb23ec-fc26-4428-a88c-fd4c6b15e799,Video Drivers
ae9f4ce4-f1dd-42a0-909b-79fefd664754,Sports
0e1d6cc0-8606-11e2-a661-024c619f5c3d,Microsoft
718b6b60-a092-4e3e-9978-605ec4f8bff7,iTunes Visualizers
0e4a3e62-8606-11e2-a661-024c619f5c3d,Mobility
7d8d2d58-492f-495d-a97e-6a84763f5e90,Presentation Software
ad4da1e3-41f0-4b0f-8898-685cdeae0a51,Mattresses
0e86c3aa-8606-11e2-a661-024c619f5c3d,Networking
c106f602-9852-42d3-ae1a-378e3c3563b7,Power Tools
a1a36bf9-fb8b-4db6-b2f5-3856530d03c7,Personal Care Accessories
6c2e3285-a8ee-46e8-9c37-27bf5bdcd6f5,Pets
100bff24-8606-11e2-a661-024c619f5c3d,Open Source
05851238-070f-48f4-b5a7-0180fccf428b,PDF Software
10b5fda8-8606-11e2-a661-024c619f5c3d,Printers
c648a3fe-d026-4a03-acab-75e6a61543d8,Icons
96b5f827-b091-49bd-894f-bb84d7764127,Original Podcasts
1110fdb6-8606-11e2-a661-024c619f5c3d,Samsung
26dfb8ad-0b87-4920-843f-de386304fb05,Digital Media
117967e8-8606-11e2-a661-024c619f5c3d,SMBs
118854d8-8606-11e2-a661-024c619f5c3d,Social Enterprise
119743da-8606-11e2-a661-024c619f5c3d,Software
11b4acc2-8606-11e2-a661-024c619f5c3d,Start-Ups
b4599f39-f0be-4274-9436-a249022afdf2,Skins
1655f73f-89da-424c-a62b-646d630c80d9,SMS Tools
11fe857c-8606-11e2-a661-024c619f5c3d,Tech Industry
e5dc0fdb-1918-4f61-965d-a0897b4805a8,Animation Software
48fee3a3-ede9-4b7d-bfaf-cb47ca0e581f,Other Browser Add-ons & Plugins
584cc416-201d-4f4c-82be-ddd1cbb14ed1,ActiveX
22ddf2c5-587c-42e1-9407-9dc8fc353db9,reuse me
5420474f-b595-46db-992d-276060e0e32c,Scooters
be6cba65-8799-4d4f-b098-21b7d38467b4,Video Converters
fbb45e7b-7b67-4e11-a112-ffc823c784c0,Nintendo
438881c4-1a2d-45f2-9f06-716aa2419ad2,Robots
fc40d89c-9d13-43b5-b7f7-f1bdbcebbc09,Sedans
e44abb40-b696-4ec0-ae0e-38d746321a54,Climate
17a3bc11-9870-40f0-bdb8-bc81d1057126,Communications
0ac99d3a-6d3a-4bd9-bc41-3d966664574b,Battery Utilities
293965d2-2c5d-4369-a0fb-b115f0311cec,Storage Drivers
31d5e523-a599-4e85-aba8-65e0c40b6de8,Screensavers & Wallpaper
40c264cd-b1eb-4716-b7cf-4e245af91f9e,Audio Drivers
1b03b430-c377-4c92-9f5e-b4b2601b77ae,Gardening & Outdoors
5e6df128-3be2-4af5-8fb3-a330ee64abed,Trucks
5935c66f-eb53-4d4a-bc08-8e03079253cd,Personal Care
068be911-ef51-42f0-9e6a-a891332527ea,Entertainment
98260b54-7cca-4a5c-aecc-881aae88bf5a,Future Cars
f1b6c08a-f907-49d8-9f0b-b7db7d64bde4,Screensavers
7195831a-6269-45e9-a25a-e91ddf9b6f89,Language Software
680e28bd-8db3-4473-9435-2f3c858a5c75,Wallpaper
64df351f-2bfa-4060-9585-739a751a8dc8,VR/AR Productivity
814d830a-1977-4c1d-ba21-0ec43894ecfd,USB Drivers
3e58a054-b200-470c-82a8-4bbbf2a689a3,Grooming
f3a85610-886b-448f-a6ea-49d341e1ee2a,Rippers & Converting Software
c13c9046-0713-4e45-8706-cd24806ac4c9,Crypto
d3a8a90f-8fb6-4fa4-b0cc-1d8fa10f31e1,Bed Accessories
aad6255d-93bc-4e9c-a5e5-30d4c7c6e71e,Live Blog
f53c5a4d-1552-419d-ac3a-4ca6bbb1f468,Comics & Toys
ef049bec-5bbb-4493-a830-206448cf584c,Smart Leak Detectors
927abd6f-5e8b-436a-b714-3e0ccf62fd75,Decade in Review
db61ab58-32b0-4aa6-80f2-7356f1b2750c,Home (Deals)
4ef3d736-b313-45f1-be02-6e374707a1e5,Web Phones & VoIP Software
f31edaff-d079-4db2-8423-6d6cd01f3030,iPod Backup
79e58137-0f2f-4570-9ba4-feb233b6bada,Digital Transformation
d4a4cdb3-7601-48ea-9f8a-9c0b8fd5fa5a,Home Internet
40996e5b-b423-4f22-9839-0a2ac2c4c177,Mixers
b9775522-55f4-410e-9826-133b17de3ffa,CD Burners
ddce720b-b4e8-47bc-8a8b-4499471dce51,Marshall Grandchild
b78f26ac-ef93-4867-bdeb-4c93b3633dff,Cars
16b61814-4dfc-4b88-9362-5bda6145abc6,File Server Software
03c628a4-691c-4a5e-8054-d4a194a628fb,First look from the Labs
e643661a-2647-4cc8-9755-c05a6157632a,Other
b8fbe3c2-db5d-40ca-a3d5-b44660bf6e6e,Database Software
0736afa7-413a-463e-8f04-3241dc1badc5,Drones
c7861a22-b094-4b11-856a-ba8da591d26f,Toys Deals
b7a89982-2760-4dfc-b9b4-8c2e6bdccd48,DON'T USE
28d8714b-8ff7-4378-9b73-2ea970f357cd,Other Utilities & Operating Systems
752de8fe-6106-4537-bcb9-7a933ad51d48,Tech
0173b13a-a130-4250-a6bc-25d09c305678,Photo Sharing & Publishing
f41b5185-409d-49c6-9cd0-ed52eeb4071d,Print Server Software
450d7b3c-4260-4083-8477-a26f10c34fa1,Astrology Software
69526917-0ff5-4940-865b-2c9cc736d4de,Meal Kits
5b1816c5-bcb1-4c94-8b4f-3c380f610345,Test Topic
000c287f-eed6-4626-a85c-8106f3cd5733,Other Productivity Software
ccc7ee00-08f7-4ca4-b551-df1bdb242fbf,Cards & Lottery
a4ab22db-1d63-43cc-a695-0bc4208816eb,People
dfc4790a-2c08-4bbf-abc7-1c02462052e9,Educational Software
01f20004-d839-4062-a011-eb1aa5dc2690,Science Software
1e54a59b-bbba-4a2e-aee0-54fc93e3874e,DIY & How-To Software
e5f702f6-c7b5-4784-a259-5e37a9348711,Music
c8c261dd-067a-4f67-a365-625b2e03a0c5,Baby Deals
b83d20f7-1e28-4d4a-8688-3c9ae0faaa26,News
5d2c9d5b-9b0c-4ddb-bd69-b5a2b6670b76,Keyboard Drivers
fc920989-625c-4397-8362-890dbd0aa0bc,TV Premiere Dates
b5a34629-19a5-435e-a615-431232619371,Video Games Deals
b92e9af0-fd90-468a-9962-d3312f567f16,Smart Office
b2764651-c634-42f5-bb7d-32182d44326c,Money
4b6cbc86-9dda-4d38-b475-76ea8bd6fcde,Office Suites
8172df62-10ca-4a12-bd82-59700ca32605,Air Conditioners
bf0e7b87-dfb5-4f10-a48e-bc6a6b8b5bdf,Home Inventory Software
e58f51e6-6682-4929-85e8-a2be90034580,Operating Systems & Updates
57630bf1-2d90-46b1-8706-0c98cc20bf33,Apparel Deals
76d90a3c-7ca2-4034-9ec4-121054a459a1,Smart Plugs & Switches
9abb8f00-1b68-4e18-be13-3a7fa33feee2,Flash Software
67c70dd4-42c1-468f-88c4-4a526a235333,Classic Vehicles
2a86046e-c7af-4c97-8ea8-95f805bf16c1,Digital Photo Software
54882c2e-39e3-4ee1-8552-bf5dd321674a,Calculators
d0618629-9451-49a2-a972-3e6e7770105c,Online Services
73bc51b2-980d-4cbc-8937-adf7e98360af,SUVs
efca6d0f-e519-485c-89f8-d935948a62a9,Games
edf5b695-639a-49d7-8be7-c7fad1f30849,TV & Movies
ff510a7e-85bf-4595-875a-ffff0122fcaf,Resume Software
0f2b581a-34b4-4a40-becd-4f3d436b7da3,Taxes
a1e64528-5481-467d-b49b-10be60ab208f,CD & DVD Drivers
9016dac6-7486-4f51-8edd-db416446d693,Personal Development
74f286cd-46fb-4ba6-a014-12cc17ed86aa,Vans
8c059627-99fc-4d5e-aecb-48fa8f8f3bd0,Election Tech 2016
a4fd51ea-0480-48f1-a706-60fcc601bf28,Biology
71454acb-2af2-458e-a0e0-61b12bffc6f4,Desktop Publishing Software
ca6e60cd-d284-414f-9b23-66095df2740f,Parenting
6e6952df-2d1b-4525-9dad-c06e8069324d,Emmys 2014
bd55bed9-a763-4e62-9c5b-e29b5d5d6076,3D Printers
7b3652e1-1951-4109-81a0-2ded094490b4,Versus
4364933f-3822-4a96-9354-8fa8e3a27833,Trains
25d76b7b-0a08-44cc-92ba-17d723139e12,Grills
da937a14-2368-4316-93b0-147bd7574868,Lawn and Garden Deals
87948650-975a-49f7-a489-2a5e4b7a6af0,Marshall Child
d03c384f-31e3-4bea-86c3-86c842353574,Video Capture Software
dbb34255-1925-47af-9c44-d1d4bc2464a2,Investing
fafd8757-c333-4059-b955-665eb08f7b76,Fitness Tech
b166c1d5-8cd2-407f-a2cc-db1bff4ff999,Music
b9c62bc7-de66-4f25-b15f-68bcb5ea6782,Language and Translators
54f3be3e-7e0e-4e71-90e2-a4d1568594a1,Corporate Security Software
de568cac-f63c-4892-87ae-6327fda29970,Bicycles & Bike Accessories
ae7774bd-2fca-41c4-b269-6423525e1559,Dieting
61e745ca-a388-4d7c-9594-f52cb45641d3,iTunes Utilities
3211a8b3-5154-40a6-ac9e-4c461ce9b292,Popup Blocker Software
a48bfd36-e8f2-45a8-b440-d004d46fc596,Landscape Design Software
fc5829c2-fe3a-4a78-99a8-7003202ae099,SEO Tools
0af2b2c8-2cb5-40dc-b98b-00cfd8b2453e,Illustration Software
6481b428-7b09-4ea1-a598-7ed97ea21866,Desktop Customization
7a2c277d-dc46-44d3-9df2-8890fa53673c,Font Tools
d26099ea-1049-4c6d-b618-3fef3cb199cd,TV & Movies
e7ff0d7e-3fff-4515-b1e7-a511ab0d30b4,Lifestyle Software
13da7498-b0c0-4366-b91d-dd04bce8eb80,Maps
2d67caf6-9e72-4eba-a0e9-5d95c515c29f,Home Energy & Utilities
7bccd49e-819e-4822-a96e-0c2850b2d036,Politics
d0d17880-8678-4c93-9f94-b90f3357308b,Blenders
6ce988a6-114b-4569-91bb-a579fa746f3c,Movies
aabedcbb-c1bd-47a8-bfb5-b10fd2c2d52e,Developer Tutorials
71efd597-311c-4ba5-83cf-e9f83dd37c64,E-book Software
e88e15c2-31bd-49c2-ad3e-bfdd1fbf5426,Beauty Deals
7d860708-9cd3-44f5-8b11-e7ec0487079b,Entertainment
7045c158-e411-4d28-ad16-953407f88688,Chrome Extensions
49be613b-0ec8-48e3-96e8-bc45c21acc32,Online Storage & Data Backup
b361ed44-d00d-42c8-9b58-8f2b0f5c5f66,Insurance
6e1dcf00-511a-4ba2-b2f5-df2e413f7b7b,New Slug
dd8c88c8-8c07-4559-8ddb-10c140b3fdc0,Outdoor Toys
0695742b-f107-42a1-ae9d-c1caaeec0618,Privacy Software
62df99a6-90c9-4661-97e5-0b0a0b8e525b,Pregnancy
1e961767-9ecc-4975-a4e2-134916374dee,Home Services
3c6c255b-1ae6-4ed9-87b5-453a0eafb059,Home Improvement Deals
1365f991-48f7-4154-a3a2-18d77f992bf2,CAD Software
49b13f2a-b8f4-4685-b8c5-67151c4ed8f0,Vitamins & Supplements
501efef2-9107-11e2-b06b-024c619f5c3d,No Map
3dd21187-723f-4957-b27b-2c8198223a64,Adventure Games
c78ec330-92ae-4a0a-ab9f-2003bbe1aa90,Audio Plugins
3a578f9f-caf3-4c45-b53d-e9acd8a9bbc5,Games
10be8fe7-30be-4800-96b9-3e70f51040f5,Photoshop Plugins & Filters
49d0d828-e5a6-457e-b05b-dd023a66d097,Outdoor Heaters
b95cd215-a3d8-4f5f-851f-c8ecc5fc6baf,Camera Deals
3fe9d69f-2e1f-4e3e-af8a-441c024f4c93,Electronics Deals
79beb590-2267-43a9-98cc-9834292adcb9,Web Hosting
ae7f44db-003b-4df9-8330-227face0d3b6,Deals
ad37515c-cf97-444a-80fb-2abb708d3dab,Podcasting Software
2ae8c93f-7cfc-4f9c-9eff-a64b8f8ab1bb,Smart Locks
df6c48ff-27e1-4a84-9824-1e07e533b1c5,Kitchen Deals
947c3608-775c-464d-b9b2-80df4b5494e0,Fitness Accessories
42d417d9-0ba4-44de-a2ec-235e0f4d3599,Small Business Tools
978833b8-951f-4f3f-8222-a974801c759d,Security Software
224cbb6f-8b61-4e53-b845-eb9c34759547,Streaming Audio Software
904b0cac-c472-423e-b18d-acaf5958b62f,Kids Games
fe8d9db5-609b-4aff-b875-503d0ed8cecf,Photo Editors
e644591b-9b6e-4ab2-85b4-a25d7bf9250a,Sports Software
8ebe4095-ad16-4d2e-8d49-65e395aee032,Clipboard Software
626358ce-ff3d-4ebd-aa09-f39e3b7cde5a,Life Insurance
1a14fe9f-e605-4518-8ffc-5d2b20401225,Other Business Software
a3faf70e-ed62-407b-83d6-c42fdd59b0dc,Upload FAQ
02b90b2f-5cba-4daa-bae5-58ae0be58f50,Yard & Outdoors
a1a81abb-31f6-46c3-be6c-2e7d4040df30,Home entertainment accessories
ad0a52c9-cfc8-408f-a839-3fa34358f436,Camera Drivers
914bb35a-56a8-4018-b328-95dddf525bb8,Exotic Vehicles
aaa1379e-5630-4181-8b63-0e4d863f42c2,Credit Cards
2066c0fb-ffd1-4e01-9126-bc76f68995c2,.NET
471ef5e7-4a47-49db-a7e1-6fe82948e989,Electric Vehicles
8bfa3a80-034b-48ac-99e3-9e51c42ace1c,Word Processing Software
3be9ffe6-9591-47d0-8e61-cecc39a3bed2,DVD Burners
1e47f16b-d1b5-4a0b-b0eb-94876c3f8a32,Sports Deals
2f7d66bb-fb9b-42cc-bb84-5432fec00d4f,Currency
fe604bcc-a496-4403-8ec5-0311f490a7d6,Pet Products Deals
510f9882-512b-49eb-b44d-b1da6b7c4c39,Smart Displays
ec8561d9-0637-4300-b666-8b469bb017de,Sports
271a4875-1238-469d-bfbc-7a44bbd887a5,Programming Software
2996f300-f4f6-4bbe-b69c-f6e24c9a3863,Women
3b5ca415-bf85-48ac-aa9d-f6bd544f65f6,Online Courses
5e932b22-b202-4bac-9aa8-546e8f2de574,Newsreaders & RSS Readers
7efdcbb6-cb13-4a13-8d21-401daaad069d,Math Software
9ff023b0-d861-4c1d-9271-09d83f12fe97,Interpreters & Compilers
4c325934-22da-4f45-92b6-09658602f400,iPod Video Software
845e92b8-d479-421c-b37e-64b9732efd58,Broadcast
6e9b1d16-e311-42b9-9627-a1fc4b19fab2,Power Tool Accessories
5c4ff2eb-1600-4605-87df-a241f5d9e89d,5G
52506d1d-6e22-4f53-adfd-0421d27e1340,Lighting
b5006d0b-288f-4bfb-85b0-95ce3185a3ce,Freezers
7be9e64b-88d6-4985-8e34-b65868da9802,Web Browsers
d7f847e2-58f7-4a1b-a49f-bb5c407e6d2d,Help Desk Software
ab413168-4eab-410c-b7bf-ea561d28e238,Wireless Deals
1666effa-92e6-469c-acab-924b02b48784,Database Management Software
47283e5f-e2dd-4a0d-8e1b-5cd753bebe7a,Web Site Tools
f1e33b3f-ddc8-4d0d-bb4c-39d5debf7217,Applets & Add-Ins
fcc2d40c-9bbb-454c-871c-188314613afe,Smart Kitchen
498791f4-f953-4002-8abd-c30faa06f17e,Ringtone Software
ff84d56a-ea2c-4e07-a70b-57d00c43aa3c,Motorsports & Racing
37030f65-08a7-4d33-87dc-be36f4caacc1,Kindle Deals
98f3d855-619b-4efc-b276-3920dadaa4fd,Nutrition
1f4d234f-bb35-4ddd-92d4-eaee01d91de9,Caregiving
39c9613c-d5c3-47e2-9b2e-b5f43e64773a,Uninstallers
308e6f55-8743-4a32-b05d-cc760a50b29b,Water Heaters
1cfb61a3-9261-49f4-a8a4-d2c22f6229cc,Graphic Design Software
58863f03-4e14-4654-b4d0-b7b91d0ed918,Webcam Software
300663b5-ca82-4258-9f65-a9c1479f3a06,Marshall GAMES
ae1ef779-a678-40f4-9382-8129edf45336,Thermostats
667d63df-8df7-4ea9-b6f3-68120c7aedce,Search Tools
68c31295-f340-4af0-ae02-afb2c386906e,Toys & Tabletop Games
83bfe606-c7db-44d6-9bdd-9ddc46f51a70,Commercial & Service Vehicles
1e2c8985-dd9d-43d2-a972-de1fbf9dfe5c,Teaching Tools
44874d06-23a2-45ff-abfe-f14a94d51085,Digital Health and Wellness
8b0a80cb-e24a-4ca0-80a6-924720614648,Watercraft
3486ebc8-6080-49be-98f6-cabee56a4a99,Mortgages
3551b189-e731-4f35-96c7-adee46a8c76a,Racing Games
a11b6b8a-9b01-495b-b2a6-9cfd5715539f,Sports Games
84881f1a-d25e-43e4-95a7-61f0f2f2f72d,Simulation
324776cb-02f9-4b26-aaad-63e7527d3b27,Guides
47bb2f23-270e-4e71-969b-7e6c0d152be6,Drivers
2f526f48-6ba0-4f21-944a-0c86b088cb81,Campers & RVs
ad7ace2d-cf02-4160-9698-13a76feabff7,Components & Libraries
7c86ff71-d354-42d8-8ab7-8c2edff84489,Smart Pets
f022c994-cc6f-4f2d-b414-b68003cbebf0,Digital Photo Tools
719a4366-5bc6-11e5-af29-9d66268d50e8,Productivity Software
719a437a-5bc6-11e5-af29-9d66268d50e8,Desktop Enhancements
719a437b-5bc6-11e5-af29-9d66268d50e8,iTunes & iPod Software
719a4384-5bc6-11e5-af29-9d66268d50e8,Travel
719a4385-5bc6-11e5-af29-9d66268d50e8,Features
269734fb-cc3b-47aa-8ed4-c60c71dc8c63,Streaming Services
d522adc1-118c-44c3-a96e-ec5a59dcff0c,DVD Software
aee21f59-7e5f-41fc-814f-722db1645180,Motherboard Drivers
f3ebf864-fdf9-4128-9b29-93c4671aa8ca,Best Products
899f00ee-6800-4a30-8fc9-57171e489b2c,Firewall Software
1315c8c1-44ad-4ada-aa34-acd2fa78c2fb,Miscellaneous Internet Software
84488911-b0dc-4da7-9d0c-53e22cc78756,Modem Drivers
f54fd66c-733b-4f72-a587-2705423dc17a,Aircraft
40d733d5-c771-4be8-bbfe-0a5b3fdbd55e,Kids & Parenting Software
1757ee5f-b4e3-4dca-b655-7aae49cfb8d5,Mobile Gaming
314675f5-f88f-4d35-96b2-f2752c7717cc,Smart Nursery
fd5a20d2-5143-47ab-a3bd-660c05fdd0aa,VPN
56fb10cd-431b-44c0-81bb-f1e694f2e249,Network Drivers
0cdb2c41-2d1d-4cb4-ad40-a981e8f7b97a,iPod Utilities
4de35966-f0e6-4e71-85a9-e8453fdf99a7,Video Software
784a72de-ed03-45d8-aede-ea1644cb552f,Downloads
00e5c6b4-ac74-48c0-90c2-8b0c3e12fe48,Original Video
61a3de87-12fb-4401-a1ce-565939a3ced0,Smart Grills
c10922d1-2a80-4ea9-b01c-992387840861,Password Managers
272fa385-511f-45d0-98f5-b62797b6fca5,Student Tools
0bc52f38-337e-45b7-8aa4-e32692b8df4b,Medical
2aaa8da0-5b8e-4031-964a-f0de55d0b171,Health & Fitness Software
bcf57fbb-dd5e-45a7-8721-79ac33fbb023,Driving Games
3f63d716-8376-4a90-be00-fcafc2d036a3,Video Editing Software
c13ee173-cdeb-4371-9482-4f9e4dc9c93a,Kitchen & Household Tools
657c5e0d-31df-43f6-99a4-193e49a8a0a3,Marketing Tools
cd86da1f-fd82-4c8f-8501-0535b7019748,Hobby Software
8b273493-16ea-4695-8ce1-4521c3a17d79,Source Code Tools
cb4e17a5-ee92-435f-8db8-871d6918c240,Accounting & Billing Software
b766364a-72dc-44cb-8a4e-5cba96127d45,Spreadsheet Software
aeaf7453-035a-40e7-8832-f74882d2abe1,Laptop & Tablet Carrying Cases
7a7ad3dc-9959-426d-88ae-7c10a3cfa2ea,Arcade Games
d7c39dc5-7ed4-4a2b-81a2-372749cce9eb,Data Transfer & Sync Software
a64a61f9-dc9b-4ec6-98c8-0f581021e2ac,Everyday Needs
0edd8ccc-e911-460f-a124-113f46d88d58,MP3 & Audio Software
f8e8be28-ce06-11e4-95d2-02911863765e,Developer
c70c0565-d4fa-4407-baf0-7469b3c2981a,Coolers
062be5a0-9a2e-453d-aa6e-9db0f004044c,Reference Software
df2361e6-2b67-4c91-b029-bc609f49bea4,Home
f9b4d774-ce06-11e4-95d2-02911863765e,Innovation
fa2746ec-ce06-11e4-95d2-02911863765e,Tech & Work
16d1b934-5e10-46db-a319-3f3bf88390de,Fashion
19315216-4ff4-4b58-a3d1-5497a1985032,Itineraries & Schedules
55dd60db-5896-43a5-9c9a-f34e6fc6de2b,Icon Tools
f32a3347-b455-4628-8f51-54a2d3577edf,Software Installation Tools
424d375d-5698-43cf-9bef-31067f9cfccb,Game Day & Tailgating
5fe399ee-eaf7-4037-b4f2-3a3c1b5c3ccf,Oven Accessories
b7759544-b6f5-4ef6-983e-244ffd2f399b,Brainstorming and Mind-Mapping Software
4cf19c11-c4d7-485e-8036-6365ea399c4a,Cheat Sheets
c3e16c99-9df4-46f8-9d70-df4b12fcc72c,Karaoke Software
f85c372d-f639-4f16-ae1b-d590c283403e,Download FAQ
0fc83283-948a-4677-a383-3746bd0bbb43,Sports & Fitness
2ebfb42a-b735-495e-a7a6-fc4f593f6faa,Login Screens
c722cb28-ca87-4d17-a515-6fba3f523fb0,Fitness
8efdf8da-3a79-44a2-83d7-7e9651ddfba5,Internet Culture
6878b3d5-c20a-4e22-a01a-d6bc100589c3,Concept Vehicles
d65df866-52b1-448e-9dfa-f52eac9428f9,Computer Science
7d59b9ca-dabb-407a-8306-b4338d98fd01,Browsers
1b51b2fd-176b-48d3-a3c0-d1e608f01b3e,Special Features
349dcee5-2602-4bc1-891c-ac490d9a5df6,Transportation
97214d32-b9f1-40eb-a93e-45e3ac228e53,Marshall GAMES GOOD
40fc6398-1065-4057-8a58-675063ddf916,Home Warranty
daaacd06-8d01-4810-9775-1a9ab646a1ba,Offline Browsers
5455d6de-66bf-4e12-81bb-37f4415add22,Cybersecurity
1d04e7a3-b301-4403-a4e1-a578cbde512e,GPS Software
1c31d95d-c387-11e2-8208-0291187b029a,Culture
bb8df62e-aee6-440d-a03f-0520b28e2706,Shows
c71bcc14-2f51-45ff-8eb9-15bbecec1af9,Virtual Reality Apps
7b0652f2-8058-4632-9bef-800a1fdcae7e,Fire Pits
e423d611-6f8a-46e0-a225-a2e6a76e14c8,System Utilities
4075d9fc-a846-425f-928b-b28aa3c02994,Game Controllers
66f19729-c680-4c43-addf-44a53efe2609,Specialized Tools
eee15137-4f5b-4833-ad62-c05ecd539a06,Skin Care
a6327927-58eb-4762-b82f-6ac22328615d,Utilities & Operating Systems
5c4b21e0-e334-4062-8c1e-ac18ad2660d6,Weather Software
cf6da250-7271-40a1-a7c2-52e381af2f4b,Hoverboards
d5502c18-4924-44d3-8c37-a9aa6db1f8b4,Internet of Things
4aea751a-a8be-4f19-8a4d-eedcd2315a48,Document Management Software
6a142987-0214-4132-b923-2cb624a176aa,Java Software
c3d9ab46-ada5-4a2b-8522-a5e213d9a6c0,Screensaver Editors & Tools
453478e1-12f9-431e-bf64-59f2ee72f64b,Broadband
e1a695b4-2ddd-47f3-984a-f816f0a39383,Minivans
7ee80aeb-6c70-4b04-9130-60316016cbc4,Anti-Spyware
d0893fd2-e481-41b5-9608-36caf4dbe08c,Fitness Equipment
261381f9-f43f-11e2-8c7c-d4ae52e62bcc,No Map
6beade0e-354d-4ca7-8f8e-eea3772ae5e7,Watches
c32afea2-46a9-4185-a391-a85aa4b97996,Debugging Software
9d0c3ac4-8ac0-11e2-b06b-024c619f5c3d,Apple
c8eb20da-7697-4ba4-816e-6ada19befb01,Monitoring Software
f7cd4003-14de-43ab-8689-73456c73295b,Contact Management Software
9c05f4b1-15a0-4c39-b578-1f77539b7d2b,DJ Software
1bcc4e21-530c-4455-9474-74aac0217e32,Internet Software
48359f88-9b61-46e3-817a-487b226ece40,Ray's Test Topic (Child)
0a2112a7-58a1-4e5b-90d9-c2cf2437dccc,Fuel Cell Vehicles
577540b1-bbd6-4b4e-b988-1aa0afc6f5ca,Back to School Snacks
31cc3acd-ff10-4267-87d8-4a2961414741,Business Software
01e9b07a-f369-461d-b48b-55f228292fb0,Blogging Software & Tools
9d9dc3c4-3ff2-4a6f-8cbb-6ad8bfa805db,File Compression
a09dbb36-8ac0-11e2-b06b-024c619f5c3d,Hardware
3592fc72-6257-4069-a538-3baec67b56cf,Parental Control
9950496d-c5b1-43e6-abec-666d28f5ca54,"Sudoku, Crossword & Puzzle Games"
62f2003b-5fc0-4213-993f-bfde8ddac2b4,Shoes
5b9b7b2f-90c4-4363-b088-eb8b881db9b3,Humor Software
